Player,Nation,Pos,Squad,stats_Age,stats_Born,stats_Playing Time_MP,stats_Playing Time_Starts,stats_Playing Time_Min,stats_Playing Time_90s,stats_Performance_Gls,stats_Performance_Ast,stats_Performance_G+A,stats_Performance_G-PK,stats_Performance_PK,stats_Performance_PKatt,stats_Performance_CrdY,stats_Performance_CrdR,stats_Expected_xG,stats_Expected_npxG,stats_Expected_xAG,stats_Expected_npxG+xAG,stats_Progression_PrgC,stats_Progression_PrgP,stats_Progression_PrgR,stats_Per 90 Minutes_Gls,stats_Per 90 Minutes_Ast,stats_Per 90 Minutes_G+A,stats_Per 90 Minutes_G-PK,stats_Per 90 Minutes_G+A-PK,stats_Per 90 Minutes_xG,stats_Per 90 Minutes_xAG,stats_Per 90 Minutes_xG+xAG,stats_Per 90 Minutes_npxG,stats_Per 90 Minutes_npxG+xAG,stats_Matches,keepers_Age,keepers_Born,keepers_Playing Time_MP,keepers_Playing Time_Starts,keepers_Playing Time_Min,keepers_Playing Time_90s,keepers_Performance_GA,keepers_Performance_GA90,keepers_Performance_SoTA,keepers_Performance_Saves,keepers_Performance_Save%,keepers_Performance_W,keepers_Performance_D,keepers_Performance_L,keepers_Performance_CS,keepers_Performance_CS%,keepers_Penalty Kicks_PKatt,keepers_Penalty Kicks_PKA,keepers_Penalty Kicks_PKsv,keepers_Penalty Kicks_PKm,keepers_Penalty Kicks_Save%,keepers_Matches,shooting_Age,shooting_Born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_Dist,shooting_Standard_FK,shooting_Standard_PK,shooting_Standard_PKatt,shooting_Expected_xG,shooting_Expected_npxG,shooting_Expected_npxG/Sh,shooting_Expected_G-xG,shooting_Expected_np:G-xG,shooting_Matches,passing_Age,passing_Born,passing_90s,passing_Total_Cmp,passing_Total_Att,passing_Total_Cmp%,passing_Total_TotDist,passing_Total_PrgDist,passing_Short_Cmp,passing_Short_Att,passing_Short_Cmp%,passing_Medium_Cmp,passing_Medium_Att,passing_Medium_Cmp%,passing_Long_Cmp,passing_Long_Att,passing_Long_Cmp%,passing_Ast,passing_xAG,passing_Expected_xA,passing_Expected_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Matches,gca_Age,gca_Born,gca_90s,gca_SCA_SCA,gca_SCA_SCA90,gca_SCA Types_PassLive,gca_SCA Types_PassDead,gca_SCA Types_TO,gca_SCA Types_Sh,gca_SCA Types_Fld,gca_SCA Types_Def,gca_GCA_GCA,gca_GCA_GCA90,gca_GCA Types_PassLive,gca_GCA Types_PassDead,gca_GCA Types_TO,gca_GCA Types_Sh,gca_GCA Types_Fld,gca_GCA Types_Def,gca_Matches,defense_Age,defense_Born,defense_90s,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense_Challenges_Tkl,defense_Challenges_Att,defense_Challenges_Tkl%,defense_Challenges_Lost,defense_Blocks_Blocks,defense_Blocks_Sh,defense_Blocks_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Matches,possession_Age,possession_Born,possession_90s,possession_Touches_Touches,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Live,possession_Take-Ons_Att,possession_Take-Ons_Succ,possession_Take-Ons_Succ%,possession_Take-Ons_Tkld,possession_Take-Ons_Tkld%,possession_Carries_Carries,possession_Carries_TotDist,possession_Carries_PrgDist,possession_Carries_PrgC,possession_Carries_1/3,possession_Carries_CPA,possession_Carries_Mis,possession_Carries_Dis,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Matches,misc_Age,misc_Born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,misc_Performance_Recov,misc_Aerial Duels_Won,misc_Aerial Duels_Lost,misc_Aerial Duels_Won%,misc_Matches
Enzo Fernández,ARG,MF,Chelsea,24-084,2001,29,25,2320,25.8,5,5,10,5,0,0,7,0,5.1,5.1,5.3,10.4,47,173,93,0.19,0.19,0.39,0.19,0.39,0.20,0.21,0.40,0.20,0.40,Matches,,,,,,,,,,,,,,,,,,,,,,,24-084,2001,25.8,5,45,16,35.6,1.75,0.62,0.11,0.31,18.5,2,0,0,5.1,5.1,0.11,-0.1,-0.1,Matches,24-084,2001,25.8,1266,1569,80.7,22233,6229,595,664,89.6,510,600,85.0,130,220,59.1,5,5.3,5.2,-0.3,62,140,31,4,173,Matches,24-084,2001,25.8,121,4.70,93,14,2,4,3,5,13,0.50,10,2,0,1,0,0,Matches,24-084,2001,25.8,55,28,14,26,15,26,70,37.1,44,30,5,25,11,66,19,4,Matches,24-084,2001,25.8,1822,31,288,933,613,68,1822,43,21,48.8,15,34.9,981,4400,2188,47,46,7,25,26,1331,93,Matches,24-084,2001,25.8,7,0,0,45,41,1,82,11,28,0,0,0,124,13,26,33.3,Matches
Erling Haaland,NOR,FW,Manchester City,24-264,2000,28,28,2480,27.6,21,3,24,19,2,3,2,0,20.8,18.4,2.8,21.2,19,18,103,0.76,0.11,0.87,0.69,0.80,0.76,0.10,0.86,0.67,0.77,Matches,,,,,,,,,,,,,,,,,,,,,,,24-264,2000,27.6,21,99,54,54.5,3.59,1.96,0.19,0.35,12.2,1,2,3,20.8,18.4,0.19,+0.2,+0.6,Matches,24-264,2000,27.6,225,341,66.0,2706,532,156,221,70.6,50,75,66.7,4,6,66.7,3,2.8,1.8,+0.2,26,9,7,1,18,Matches,24-264,2000,27.6,62,2.25,43,0,8,10,1,0,9,0.33,6,0,2,1,0,0,Matches,24-264,2000,27.6,9,5,3,3,3,2,6,33.3,4,11,1,10,5,14,23,0,Matches,24-264,2000,27.6,578,22,39,200,344,170,575,32,11,34.4,19,59.4,272,1310,478,19,14,19,39,25,427,103,Matches,24-264,2000,27.6,2,0,0,22,12,4,3,5,5,0,0,0,29,49,45,52.1,Matches
Ethan Nwaneri,ENG,"FW,MF",Arsenal,18-021,2007,21,9,716,8.0,3,2,5,3,0,0,1,0,0.9,0.9,1.0,1.9,40,27,90,0.38,0.25,0.63,0.38,0.63,0.12,0.13,0.24,0.12,0.24,Matches,,,,,,,,,,,,,,,,,,,,,,,18-021,2007,8.0,3,19,7,36.8,2.39,0.88,0.16,0.43,18.8,1,0,0,0.9,0.9,0.05,+2.1,+2.1,Matches,18-021,2007,8.0,255,319,79.9,3694,1026,161,174,92.5,68,90,75.6,15,29,51.7,2,1.0,1.5,+1.0,11,15,11,5,27,Matches,18-021,2007,8.0,20,2.51,11,3,3,2,1,0,3,0.38,3,0,0,0,0,0,Matches,18-021,2007,8.0,10,7,4,3,3,6,16,37.5,10,8,2,6,1,11,4,1,Matches,18-021,2007,8.0,420,3,43,143,239,32,420,51,28,54.9,17,33.3,284,2281,1103,40,19,14,17,16,305,90,Matches,18-021,2007,8.0,1,0,0,6,5,5,45,1,7,0,0,0,32,3,7,30.0,Matches
Ethan Pinnock,JAM,DF,Brentford,31-317,1993,22,21,1913,21.3,2,0,2,2,0,0,2,0,1.1,1.1,1.2,2.3,3,41,9,0.09,0.00,0.09,0.09,0.09,0.05,0.05,0.11,0.05,0.11,Matches,,,,,,,,,,,,,,,,,,,,,,,31-317,1993,21.3,2,10,6,60.0,0.47,0.28,0.20,0.33,11.1,0,0,0,1.1,1.1,0.11,+0.9,+0.9,Matches,31-317,1993,21.3,924,1080,85.6,17045,6094,360,382,94.2,472,528,89.4,84,145,57.9,0,1.2,0.7,-1.2,8,48,4,1,41,Matches,31-317,1993,21.3,21,0.99,13,5,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches,31-317,1993,21.3,35,19,15,16,4,13,24,54.2,11,29,18,11,24,59,142,4,Matches,31-317,1993,21.3,1348,294,783,457,109,24,1348,9,3,33.3,6,66.7,633,3117,1633,3,4,0,2,4,760,9,Matches,31-317,1993,21.3,2,0,0,8,4,0,9,24,19,0,1,1,50,63,43,59.4,Matches
Evan Ferguson,IRL,FW,West Ham,20-174,2004,6,1,140,1.6,0,0,0,0,0,0,0,0,0.6,0.6,0.3,0.9,1,0,6,0.00,0.00,0.00,0.00,0.00,0.36,0.19,0.55,0.36,0.55,Matches,,,,,,,,,,,,,,,,,,,,,,,20-174,2004,1.6,0,5,1,20.0,3.21,0.64,0.00,0.00,17.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches,20-174,2004,1.6,25,32,78.1,290,11,20,24,83.3,4,6,66.7,0,1,0.0,0,0.3,0.3,-0.3,2,0,0,0,0,Matches,20-174,2004,1.6,4,2.57,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches,20-174,2004,1.6,2,0,0,1,1,0,0,,0,2,1,1,1,3,1,0,Matches,20-174,2004,1.6,61,1,6,26,29,10,61,5,3,60.0,2,40.0,31,123,41,1,1,1,8,5,40,6,Matches,20-174,2004,1.6,0,0,0,1,2,0,0,1,0,0,0,0,8,5,7,41.7,Matches
Evan Ferguson,IRL,FW,Brighton,20-174,2004,13,2,246,2.7,1,0,1,1,0,0,0,0,0.5,0.5,0.4,1.0,2,1,9,0.37,0.00,0.37,0.37,0.37,0.20,0.15,0.35,0.20,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,20-174,2004,2.7,1,7,2,28.6,2.56,0.73,0.14,0.50,19.2,1,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches,20-174,2004,2.7,43,58,74.1,484,44,31,36,86.1,8,11,72.7,1,4,25.0,0,0.4,0.4,-0.4,3,1,0,0,1,Matches,20-174,2004,2.7,4,1.47,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,20-174,2004,2.7,4,3,0,3,1,2,5,40.0,3,3,1,2,0,4,4,0,Matches,20-174,2004,2.7,88,7,13,50,26,9,88,2,1,50.0,1,50.0,42,183,56,2,1,2,5,6,52,9,Matches,20-174,2004,2.7,0,0,0,3,1,0,0,0,3,0,0,0,10,4,9,30.8,Matches
Evanilson,BRA,FW,Bournemouth,25-187,1999,24,21,1723,19.1,9,0,9,9,0,1,0,0,10.3,9.5,1.5,11.0,24,17,79,0.47,0.00,0.47,0.47,0.47,0.54,0.08,0.61,0.50,0.57,Matches,,,,,,,,,,,,,,,,,,,,,,,25-187,1999,19.1,9,55,27,49.1,2.87,1.41,0.16,0.33,13.0,0,0,1,10.3,9.5,0.17,-1.3,-0.5,Matches,25-187,1999,19.1,173,249,69.5,2106,423,114,155,73.5,36,51,70.6,8,10,80.0,0,1.5,1.5,-1.5,21,12,2,0,17,Matches,25-187,1999,19.1,53,2.77,33,0,3,8,9,0,7,0.37,1,0,1,1,4,0,Matches,25-187,1999,19.1,11,6,4,4,3,5,9,55.6,4,8,1,7,0,11,14,0,Matches,25-187,1999,19.1,408,15,31,154,225,101,407,19,6,31.6,7,36.8,249,1355,637,24,13,13,28,19,291,79,Matches,25-187,1999,19.1,0,0,0,26,40,14,0,0,6,5,0,0,52,32,52,38.1,Matches
Ezri Konsa,ENG,DF,Aston Villa,27-170,1997,27,26,2306,25.6,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,16,60,11,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.03,0.03,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,27-170,1997,25.6,1,7,3,42.9,0.27,0.12,0.14,0.33,8.8,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches,27-170,1997,25.6,1249,1352,92.4,20884,6752,547,568,96.3,642,673,95.4,46,74,62.2,0,0.2,0.4,-0.2,3,80,1,0,60,Matches,27-170,1997,25.6,18,0.70,14,2,1,1,0,0,3,0.12,3,0,0,0,0,0,Matches,27-170,1997,25.6,29,17,18,7,4,17,21,81.0,4,16,9,7,19,48,86,2,Matches,27-170,1997,25.6,1546,188,733,728,92,17,1546,17,7,41.2,7,41.2,905,4582,2273,16,8,2,15,8,1082,11,Matches,27-170,1997,25.6,0,0,0,6,41,0,5,19,17,0,0,0,79,25,21,54.3,Matches
Fabian Schär,SUI,DF,Newcastle Utd,33-112,1991,26,25,2232,24.8,2,0,2,2,0,0,6,1,1.7,1.7,0.3,1.9,12,75,16,0.08,0.00,0.08,0.08,0.08,0.07,0.01,0.08,0.07,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,33-112,1991,24.8,2,24,7,29.2,0.97,0.28,0.08,0.29,21.2,3,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches,33-112,1991,24.8,1240,1492,83.1,24756,9676,441,475,92.8,649,703,92.3,143,286,50.0,0,0.3,0.8,-0.3,3,115,9,0,75,Matches,33-112,1991,24.8,24,0.97,16,1,1,1,2,3,3,0.12,2,0,0,1,0,0,Matches,33-112,1991,24.8,28,19,14,14,0,11,26,42.3,15,33,21,12,35,63,98,2,Matches,33-112,1991,24.8,1740,212,925,719,106,25,1740,11,7,63.6,2,18.2,1097,4912,2791,12,21,1,9,5,1200,16,Matches,33-112,1991,24.8,6,1,0,24,9,3,9,35,19,0,0,0,108,32,51,38.6,Matches
Fabio Carvalho,POR,"FW,MF",Brentford,22-224,2002,19,3,455,5.1,2,1,3,2,0,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.40,0.20,0.59,0.40,0.59,0.49,0.13,0.62,0.49,0.62,Matches,,,,,,,,,,,,,,,,,,,,,,,22-224,2002,5.1,2,12,5,41.7,2.37,0.99,0.17,0.40,14.7,0,0,0,2.5,2.5,0.21,-0.5,-0.5,Matches,22-224,2002,5.1,126,178,70.8,1755,442,78,94,83.0,32,45,71.1,7,18,38.9,1,0.7,0.6,+0.3,4,11,5,1,17,Matches,22-224,2002,5.1,10,1.97,7,0,1,2,0,0,1,0.20,1,0,0,0,0,0,Matches,22-224,2002,5.1,13,9,4,4,5,6,13,46.2,7,6,1,5,3,16,2,0,Matches,22-224,2002,5.1,247,4,44,91,113,22,247,14,2,14.3,10,71.4,137,698,356,9,3,0,13,8,145,23,Matches,22-224,2002,5.1,1,0,0,5,10,1,10,3,9,0,0,0,30,2,6,25.0,Matches
Facundo Buonanotte,ARG,"FW,MF",Leicester City,20-109,2004,27,13,1399,15.5,4,2,6,4,0,0,7,0,3.6,3.6,3.0,6.6,37,49,63,0.26,0.13,0.39,0.26,0.39,0.23,0.20,0.42,0.23,0.42,Matches,,,,,,,,,,,,,,,,,,,,,,,20-109,2004,15.5,4,31,10,32.3,1.99,0.64,0.13,0.40,17.8,0,0,0,3.6,3.6,0.11,+0.4,+0.4,Matches,20-109,2004,15.5,413,536,77.1,6526,1638,226,263,85.9,139,170,81.8,33,67,49.3,2,3.0,2.2,-1.0,23,36,13,2,49,Matches,20-109,2004,15.5,46,2.96,24,11,8,1,2,0,4,0.26,1,2,1,0,0,0,Matches,20-109,2004,15.5,48,27,15,19,14,20,63,31.7,43,32,6,26,10,58,12,0,Matches,20-109,2004,15.5,805,23,117,412,289,32,805,74,25,33.8,45,60.8,442,2806,1261,37,26,8,51,37,491,63,Matches,20-109,2004,15.5,7,0,0,33,32,3,40,10,27,0,0,0,74,14,31,31.1,Matches
Ferdi Kadioglu,TUR,"DF,MF",Brighton,25-186,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.4,0.4,0.2,0.6,1,15,27,0.23,0.00,0.23,0.23,0.23,0.10,0.04,0.14,0.10,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,25-186,1999,4.3,1,4,1,25.0,0.94,0.23,0.25,1.00,15.1,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches,25-186,1999,4.3,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,Matches,25-186,1999,4.3,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0,Matches,25-186,1999,4.3,10,6,4,5,1,6,15,40.0,9,2,2,0,8,18,17,0,Matches,25-186,1999,4.3,231,13,71,91,72,9,231,7,3,42.9,3,42.9,124,479,183,1,0,0,6,2,144,27,Matches,25-186,1999,4.3,1,0,0,5,3,1,9,8,6,0,0,0,14,3,1,75.0,Matches
Filip Jørgensen,DEN,GK,Chelsea,22-360,2002,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,22-360,2002,6,6,540,6.0,9,1.50,28,19,71.4,3,0,3,1,16.7,1,1,0,0,0.0,Matches,22-360,2002,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,22-360,2002,6.0,158,189,83.6,2843,1649,64,64,100.0,79,81,97.5,11,40,27.5,0,0.0,0.0,0.0,0,1,0,0,0,Matches,22-360,2002,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,22-360,2002,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,Matches,22-360,2002,6.0,202,174,201,1,0,0,202,0,0,,0,,145,676,423,0,0,0,0,0,139,0,Matches,22-360,2002,6.0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,0,,Matches
Flynn Downes,ENG,MF,Southampton,26-081,1999,21,19,1611,17.9,1,0,1,1,0,0,10,0,0.6,0.6,0.9,1.5,21,55,26,0.06,0.00,0.06,0.06,0.06,0.03,0.05,0.08,0.03,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,26-081,1999,17.9,1,9,3,33.3,0.50,0.17,0.11,0.33,17.6,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches,26-081,1999,17.9,782,870,89.9,11569,2359,445,479,92.9,280,303,92.4,30,45,66.7,0,0.9,1.2,-0.9,12,47,9,0,55,Matches,26-081,1999,17.9,25,1.40,21,2,0,1,0,1,2,0.11,1,1,0,0,0,0,Matches,26-081,1999,17.9,40,21,18,18,4,13,31,41.9,18,20,4,16,29,69,34,4,Matches,26-081,1999,17.9,1048,71,315,560,179,19,1048,13,4,30.8,7,53.8,494,2677,1405,21,17,4,12,16,745,26,Matches,26-081,1999,17.9,10,0,0,43,30,0,2,29,21,0,0,0,63,11,11,50.0,Matches
Fraser Forster,ENG,GK,Tottenham,37-025,1988,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,37-025,1988,7,7,630,7.0,15,2.14,42,27,69.0,1,2,4,1,14.3,2,2,0,0,0.0,Matches,37-025,1988,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,37-025,1988,7.0,168,198,84.8,3349,2105,54,55,98.2,86,90,95.6,23,47,48.9,0,0.0,0.0,0.0,0,1,0,0,0,Matches,37-025,1988,7.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,37-025,1988,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,3,Matches,37-025,1988,7.0,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0,Matches,37-025,1988,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
Gabriel Jesus,BRA,FW,Arsenal,28-008,1997,17,6,608,6.8,3,0,3,3,0,0,4,0,3.0,3.0,0.7,3.7,15,19,57,0.44,0.00,0.44,0.44,0.44,0.44,0.10,0.54,0.44,0.54,Matches,,,,,,,,,,,,,,,,,,,,,,,28-008,1997,6.8,3,20,7,35.0,2.96,1.04,0.15,0.43,11.1,0,0,0,3.0,3.0,0.15,0.0,0.0,Matches,28-008,1997,6.8,156,203,76.8,2030,378,103,128,80.5,41,47,87.2,4,6,66.7,0,0.7,0.5,-0.7,8,10,9,1,19,Matches,28-008,1997,6.8,18,2.66,10,0,1,5,1,1,4,0.59,1,0,0,3,0,0,Matches,28-008,1997,6.8,10,6,4,3,3,4,9,44.4,5,10,1,9,4,14,8,0,Matches,28-008,1997,6.8,299,9,28,108,165,48,299,22,9,40.9,10,45.5,179,953,432,15,6,11,13,13,217,57,Matches,28-008,1997,6.8,4,0,0,14,10,9,7,4,6,0,0,0,28,9,18,33.3,Matches
Gabriel Magalhães,BRA,DF,Arsenal,27-113,1997,28,28,2363,26.3,3,1,4,3,0,0,4,0,2.6,2.6,0.9,3.5,10,126,11,0.11,0.04,0.15,0.11,0.15,0.10,0.03,0.13,0.10,0.13,Matches,,,,,,,,,,,,,,,,,,,,,,,27-113,1997,26.3,3,22,5,22.7,0.84,0.19,0.14,0.60,9.5,0,0,0,2.6,2.6,0.12,+0.4,+0.4,Matches,27-113,1997,26.3,1480,1641,90.2,25788,7938,598,617,96.9,782,830,94.2,83,154,53.9,1,0.9,1.2,+0.1,13,145,8,0,126,Matches,27-113,1997,26.3,35,1.33,31,0,0,3,1,0,6,0.23,4,0,0,1,1,0,Matches,27-113,1997,26.3,25,15,12,8,5,12,16,75.0,4,42,29,13,16,41,93,2,Matches,27-113,1997,26.3,1873,189,672,985,225,40,1873,5,4,80.0,1,20.0,1116,4470,2669,10,22,0,9,2,1366,11,Matches,27-113,1997,26.3,4,0,0,19,19,0,9,16,15,1,0,0,63,53,37,58.9,Matches
Gabriel Martinelli,BRA,"FW,MF",Arsenal,23-297,2001,26,18,1704,18.9,6,4,10,6,0,0,1,0,4.9,4.9,4.3,9.2,102,40,223,0.32,0.21,0.53,0.32,0.53,0.26,0.23,0.48,0.26,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,23-297,2001,18.9,6,36,17,47.2,1.90,0.90,0.17,0.35,12.3,0,0,0,4.9,4.9,0.14,+1.1,+1.1,Matches,23-297,2001,18.9,367,527,69.6,5332,1173,235,289,81.3,101,150,67.3,21,40,52.5,4,4.3,3.6,-0.3,32,9,26,11,40,Matches,23-297,2001,18.9,57,3.01,44,1,7,4,1,0,5,0.26,3,0,1,1,0,0,Matches,23-297,2001,18.9,19,14,7,5,7,6,20,30.0,14,10,0,10,3,22,14,0,Matches,23-297,2001,18.9,757,13,76,203,490,140,757,98,30,30.6,52,53.1,502,3866,2105,102,27,51,42,30,565,223,Matches,23-297,2001,18.9,1,0,0,13,14,8,72,3,14,0,0,0,66,13,24,35.1,Matches
George Hirst,SCO,FW,Ipswich Town,26-055,1999,19,1,300,3.3,2,1,3,2,0,0,1,0,1.1,1.1,0.3,1.3,6,10,21,0.60,0.30,0.90,0.60,0.90,0.32,0.08,0.40,0.32,0.40,Matches,,,,,,,,,,,,,,,,,,,,,,,26-055,1999,3.3,2,6,4,66.7,1.80,1.20,0.33,0.50,10.1,0,0,0,1.1,1.1,0.18,+0.9,+0.9,Matches,26-055,1999,3.3,40,74,54.1,418,115,31,46,67.4,6,15,40.0,0,1,0.0,1,0.3,0.1,+0.7,3,0,3,0,10,Matches,26-055,1999,3.3,6,1.79,5,0,0,1,0,0,2,0.60,1,0,0,1,0,0,Matches,26-055,1999,3.3,2,2,1,0,1,1,2,50.0,1,0,0,0,1,3,6,0,Matches,26-055,1999,3.3,113,6,17,36,61,17,113,3,2,66.7,1,33.3,62,310,111,6,1,5,14,8,93,21,Matches,26-055,1999,3.3,1,0,0,7,5,1,2,1,2,0,0,0,8,20,10,66.7,Matches
Georginio Rutter,FRA,"MF,FW",Brighton,22-356,2002,28,19,1656,18.4,5,3,8,5,0,0,2,0,4.6,4.6,2.5,7.1,42,67,79,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches,,,,,,,,,,,,,,,,,,,,,,,22-356,2002,18.4,5,50,12,24.0,2.72,0.65,0.10,0.42,15.5,0,0,0,4.6,4.6,0.09,+0.4,+0.4,Matches,22-356,2002,18.4,237,355,66.8,3344,1174,144,187,77.0,74,111,66.7,10,16,62.5,3,2.5,1.7,+0.5,19,30,16,1,67,Matches,22-356,2002,18.4,64,3.47,37,0,9,7,9,2,8,0.43,3,0,3,1,1,0,Matches,22-356,2002,18.4,39,15,13,18,8,14,36,38.9,22,20,3,17,10,49,13,2,Matches,22-356,2002,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,Matches,22-356,2002,18.4,2,0,0,34,45,7,9,10,15,0,1,0,66,25,46,35.2,Matches
Gonçalo Guedes,POR,"MF,FW",Wolves,28-133,1996,24,7,770,8.6,2,4,6,2,0,0,1,0,2.2,2.2,1.1,3.3,31,30,58,0.23,0.47,0.70,0.23,0.70,0.25,0.13,0.38,0.25,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,28-133,1996,8.6,2,18,7,38.9,2.10,0.82,0.11,0.29,19.9,0,0,0,2.2,2.2,0.12,-0.2,-0.2,Matches,28-133,1996,8.6,186,256,72.7,3117,789,95,113,84.1,73,96,76.0,13,29,44.8,4,1.1,0.6,+2.9,11,13,16,5,30,Matches,28-133,1996,8.6,23,2.69,21,0,1,0,1,0,8,0.94,7,0,1,0,0,0,Matches,28-133,1996,8.6,14,4,2,5,7,3,15,20.0,12,9,0,9,5,19,3,0,Matches,28-133,1996,8.6,366,4,42,161,176,28,366,20,5,25.0,11,55.0,223,1693,878,31,19,5,33,14,247,58,Matches,28-133,1996,8.6,1,0,0,14,15,3,16,5,4,0,0,0,34,3,10,23.1,Matches
Guglielmo Vicario,ITA,GK,Tottenham,28-186,1996,19,19,1710,19.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,28-186,1996,19,19,"1,710",19.0,21,1.11,78,57,73.1,9,2,8,4,21.1,0,0,0,0,,Matches,28-186,1996,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,28-186,1996,19.0,626,698,89.7,12023,6994,201,202,99.5,354,364,97.3,64,124,51.6,0,0.0,0.0,0.0,0,1,0,0,1,Matches,28-186,1996,19.0,3,0.16,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28-186,1996,19.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,2,Matches,28-186,1996,19.0,742,492,727,15,0,0,742,1,1,100.0,0,0.0,536,2507,1420,0,0,0,0,0,481,0,Matches,28-186,1996,19.0,1,0,0,0,1,0,0,1,0,0,0,0,26,8,0,100.0,Matches
Guido Rodríguez,ARG,MF,West Ham,30-364,1994,20,14,1018,11.3,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,2,31,5,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches,,,,,,,,,,,,,,,,,,,,,,,30-364,1994,11.3,0,8,1,12.5,0.71,0.09,0.00,0.00,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,30-364,1994,11.3,419,498,84.1,7149,2000,201,230,87.4,180,197,91.4,32,51,62.7,0,0.1,0.1,-0.1,3,36,1,0,31,Matches,30-364,1994,11.3,10,0.88,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,30-364,1994,11.3,30,16,19,11,0,14,30,46.7,16,21,9,12,12,42,28,1,Matches,30-364,1994,11.3,617,42,196,366,56,2,617,3,2,66.7,0,0.0,284,988,392,2,5,0,2,6,354,5,Matches,30-364,1994,11.3,5,0,0,15,11,1,4,12,16,0,0,0,46,8,7,53.3,Matches
